prediction_date,game_date,game_id,away_team,home_team,predicted_winner,predicted_probability,predicted_edge_label,recommendation_strength,recommendation_grade,win_pick_recommendation,handicap_recommendation,over_under_recommendation,daily_rank,daily_edge_percentile,is_daily_top_pick,is_daily_top_tier,actual_winner,actual_away_score,actual_home_score,win_pick_result,confidence_bucket,market_policy_result,production_model_name,note
2026-06-14,2026-06-14,20260614SKSS0,SSG,삼성,삼성,0.562,삼성 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,삼성,8,10,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-14,2026-06-14,20260614OBHT0,두산,KIA,KIA,0.512,KIA 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,두산,8,1,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-16,2026-06-16,20260616HHNC0,한화,NC,한화,0.513,한화 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,7,0.4,False,False,NC,5,6,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-16,2026-06-16,20260616WOSS0,키움,삼성,삼성,0.556,삼성 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,삼성,1,4,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-16,2026-06-16,20260616LGHT0,LG,KIA,LG,0.526,LG 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,LG,8,2,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-16,2026-06-16,20260616KTOB0,KT,두산,두산,0.515,두산 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,5,0.6,False,False,KT,6,2,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-16,2026-06-16,20260616LTSK0,롯데,SSG,SSG,0.502,SSG 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,롯데,10,6,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-17,2026-06-17,20260617HHNC0,한화,NC,NC,0.508,NC 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,7,0.4,False,False,NC,4,5,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-17,2026-06-17,20260617WOSS0,키움,삼성,삼성,0.562,삼성 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,삼성,0,1,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-17,2026-06-17,20260617LGHT0,LG,KIA,LG,0.547,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,KIA,4,5,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-17,2026-06-17,20260617LTSK0,롯데,SSG,롯데,0.517,롯데 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,5,0.6,False,False,롯데,2,1,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-17,2026-06-17,20260617KTOB0,KT,두산,KT,0.508,KT 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,8,0.4,False,False,KT,8,1,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-18,2026-06-18,20260618HHNC0,한화,NC,NC,0.52,NC 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,9,0.2,False,False,NC,0,6,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-18,2026-06-18,20260618WOSS0,키움,삼성,삼성,0.56,삼성 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,삼성,3,4,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-18,2026-06-18,20260618LGHT0,LG,KIA,LG,0.532,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,KIA,2,4,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-18,2026-06-18,20260618KTOB0,KT,두산,KT,0.526,KT 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,두산,1,2,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-19,2026-06-19,20260619SKNC0,SSG,NC,NC,0.588,NC 우세,강추천,A등급,승패 강추천,핸디캡 관망,오버/언더 관망,1,1.0,True,True,NC,3,9,correct,58% 이상,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-19,2026-06-19,20260619OBLG0,두산,LG,LG,0.543,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,LG,2,3,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-19,2026-06-19,20260619HTKT0,KIA,KT,KT,0.521,KT 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,7,0.4,False,False,KIA,11,3,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-19,2026-06-19,20260619LTWO0,롯데,키움,롯데,0.505,롯데 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,롯데,2,1,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-20,2026-06-20,20260620SSHH0,삼성,한화,삼성,0.526,삼성 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,7,0.4,False,False,한화,4,10,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-20,2026-06-20,20260620SKNC0,SSG,NC,NC,0.592,NC 우세,강추천,A등급,승패 강추천,핸디캡 관망,오버/언더 관망,1,1.0,True,True,SSG,12,5,incorrect,58% 이상,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-20,2026-06-20,20260620OBLG0,두산,LG,LG,0.545,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,LG,2,4,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-20,2026-06-20,20260620LTWO0,롯데,키움,롯데,0.529,롯데 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,롯데,7,1,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-20,2026-06-20,20260620HTKT0,KIA,KT,KT,0.507,KT 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,KT,9,10,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-21,2026-06-21,20260621LTWO0,롯데,키움,롯데,0.54,롯데 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,롯데,6,3,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-21,2026-06-21,20260621SSHH0,삼성,한화,삼성,0.525,삼성 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,7,0.4,False,False,삼성,3,1,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-21,2026-06-21,20260621SKNC0,SSG,NC,NC,0.563,NC 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,SSG,7,3,incorrect,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-21,2026-06-21,20260621OBLG0,두산,LG,LG,0.553,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,LG,3,9,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-21,2026-06-21,20260621HTKT0,KIA,KT,KT,0.525,KT 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,8,0.4,False,False,KIA,11,5,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-23,2026-06-23,20260623SSLG0,삼성,LG,LG,0.531,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,LG,3,4,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-23,2026-06-23,20260623NCLT0,NC,롯데,NC,0.518,NC 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,7,0.4,False,False,롯데,2,3,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-23,2026-06-23,20260623SKKT0,SSG,KT,KT,0.569,KT 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,KT,2,13,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-23,2026-06-23,20260623HTWO0,KIA,키움,KIA,0.552,KIA 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,KIA,7,3,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-23,2026-06-23,20260623OBHH0,두산,한화,두산,0.509,두산 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,한화,2,3,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-24,2026-06-24,20260624SSLG0,삼성,LG,LG,0.537,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,LG,0,2,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-24,2026-06-24,20260624SKKT0,SSG,KT,KT,0.538,KT 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,SSG,5,4,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-24,2026-06-24,20260624HTWO0,KIA,키움,KIA,0.535,KIA 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,KIA,10,3,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-24,2026-06-24,20260624OBHH0,두산,한화,두산,0.506,두산 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,7,0.4,False,False,두산,7,2,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-24,2026-06-24,20260624NCLT0,NC,롯데,NC,0.503,NC 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,롯데,3,5,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-25,2026-06-25,20260625SSLG0,삼성,LG,LG,0.528,LG 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,삼성,13,6,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-25,2026-06-25,20260625HTWO0,KIA,키움,KIA,0.546,KIA 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,KIA,9,4,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-25,2026-06-25,20260625SKKT0,SSG,KT,KT,0.538,KT 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,KT,7,12,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-25,2026-06-25,20260625NCLT0,NC,롯데,롯데,0.527,롯데 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,7,0.4,False,False,NC,8,2,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-25,2026-06-25,20260625OBHH0,두산,한화,두산,0.511,두산 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,두산,5,3,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-26,2026-06-26,20260626HHSK0,한화,SSG,한화,0.541,한화 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,1,1.0,True,True,한화,9,2,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-26,2026-06-26,20260626WONC0,키움,NC,NC,0.54,NC 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,3,0.8,False,True,NC,4,11,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-26,2026-06-26,20260626LGLT0,LG,롯데,LG,0.514,LG 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,5,0.6,False,False,롯데,2,3,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-26,2026-06-26,20260626HTOB0,KIA,두산,KIA,0.51,KIA 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,7,0.4,False,False,두산,2,3,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-26,2026-06-26,20260626KTSS0,KT,삼성,삼성,0.503,삼성 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,삼성,1,9,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-27,2026-06-27,20260627HHSK0,한화,SSG,한화,0.568,한화 약우세,추천,B등급,승패 추천,핸디캡 관망,오버/언더 관망,1,1.0,True,True,한화,8,1,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-27,2026-06-27,20260627WONC0,키움,NC,NC,0.553,NC 약우세,추천,B등급,승패 추천,핸디캡 관망,오버/언더 관망,3,0.8,False,True,키움,3,1,incorrect,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-27,2026-06-27,20260627KTSS0,KT,삼성,삼성,0.524,삼성 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,삼성,3,4,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-27,2026-06-27,20260627LGLT0,LG,롯데,LG,0.519,LG 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,7,0.4,False,False,LG,8,7,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-27,2026-06-27,20260627HTOB0,KIA,두산,KIA,0.506,KIA 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,두산,1,8,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-28,2026-06-28,20260628HTOB0,KIA,두산,두산,0.512,두산 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,9,0.2,False,False,KIA,12,1,incorrect,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-28,2026-06-28,20260628WONC0,키움,NC,NC,0.56,NC 약우세,추천,B등급,승패 추천,핸디캡 관망,오버/언더 관망,1,1.0,True,True,NC,2,9,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-28,2026-06-28,20260628HHSK0,한화,SSG,한화,0.559,한화 약우세,추천,B등급,승패 추천,핸디캡 관망,오버/언더 관망,3,0.8,False,True,한화,6,3,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-28,2026-06-28,20260628KTSS0,KT,삼성,삼성,0.538,삼성 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,삼성,4,7,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-28,2026-06-28,20260628LGLT0,LG,롯데,LG,0.534,LG 약우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,7,0.4,False,False,롯데,9,11,incorrect,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-30,2026-06-30,20260630SSNC0,삼성,NC,삼성,0.511,삼성 박빙 우세,관망,D등급,승패 관망,핸디캡 관망,오버/언더 관망,8,0.4,False,False,삼성,13,7,correct,52% 미만,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-30,2026-06-30,20260630SKHT0,SSG,KIA,KIA,0.566,KIA 약우세,추천,B등급,승패 추천,핸디캡 관망,오버/언더 관망,1,1.0,True,True,KIA,3,10,correct,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-30,2026-06-30,20260630LGWO0,LG,키움,LG,0.565,LG 약우세,추천,B등급,승패 추천,핸디캡 관망,오버/언더 관망,3,0.8,False,True,키움,0,6,incorrect,55~58%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
2026-06-30,2026-06-30,20260630LTOB0,롯데,두산,두산,0.525,두산 박빙 우세,약우세,C등급,승패 약우세,핸디캡 관망,오버/언더 관망,5,0.6,False,False,두산,0,5,correct,52~55%,win_pick_evaluated;handicap_not_available;over_under_not_available,핵심 수치 RandomForest 보수 모델,Post-game audit only. Results are not used as pre-game features.
